device_id,owner_address,timestamp,temperature_celsius,feels_like_celsius,dew_point_celsius,humidity_percent,precipitation_mm,wind_speed_kmh,wind_direction_degrees,visibility_km,conditions,encrypted_data,data_hash
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1645218000,12.388888888888888,12.388888888888888,6.666666666666667,67.96,0.0,4.7,313.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1645221600,11.833333333333332,11.833333333333332,5.666666666666668,65.94,0.0,0.8,342.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1645225200,10.333333333333334,10.333333333333334,5.611111111111112,72.29,0.0,0.8,21.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1645228800,8.555555555555555,8.555555555555555,5.38888888888889,80.54,0.0,0.8,24.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1645232400,9.277777777777779,9.277777777777779,4.722222222222222,73.07,0.0,1.5,349.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1645236000,8.833333333333334,7.555555555555555,4.61111111111111,74.83,0.0,5.2,48.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1645239600,9.333333333333332,9.333333333333332,5.7222222222222205,78.22,0.0,1.4,23.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1645243200,9.11111111111111,9.11111111111111,4.61111111111111,73.44,0.0,1.5,2.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1645246800,8.222222222222221,8.222222222222221,4.333333333333332,76.51,0.0,0.0,0.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1645250400,7.055555555555557,7.055555555555557,4.944444444444444,86.31,0.0,2.8,33.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1645254000,6.555555555555554,6.555555555555554,4.2777777777777795,85.36,0.0,0.8,30.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1645257600,9.277777777777779,9.277777777777779,6.222222222222224,81.36,0.0,0.8,5.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1645261200,11.88888888888889,11.88888888888889,6.888888888888888,71.69,0.0,3.9,116.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1645264800,12.555555555555555,12.555555555555555,7.944444444444443,73.48,0.0,5.4,258.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1645268400,14.222222222222221,14.222222222222221,8.055555555555555,66.36,0.0,6.6,279.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1645272000,15.222222222222221,15.222222222222221,6.833333333333332,57.37,0.0,6.4,289.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1645275600,16.27777777777778,16.27777777777778,6.888888888888888,53.81,0.0,6.4,218.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1645279200,17.944444444444443,17.944444444444443,8.222222222222221,52.93,0.0,6.3,286.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1645282800,19.61111111111111,19.61111111111111,6.833333333333332,43.34,0.0,9.3,317.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1645286400,20.166666666666668,20.166666666666668,6.0555555555555545,39.75,0.0,5.2,295.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1645290000,17.77777777777778,17.77777777777778,8.055555555555555,52.94,0.0,6.0,275.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1645293600,15.38888888888889,15.38888888888889,8.38888888888889,62.97,0.0,7.2,304.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1645297200,14.833333333333334,14.833333333333334,6.7777777777777795,58.46,0.0,6.3,315.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1645300800,13.833333333333334,13.833333333333334,7.333333333333335,64.71,0.0,4.7,325.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1645304400,13.11111111111111,13.11111111111111,8.722222222222223,74.87,0.0,4.6,299.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1645308000,11.333333333333334,11.333333333333334,8.166666666666668,80.85,0.0,7.8,300.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1645311600,10.88888888888889,10.88888888888889,8.222222222222221,83.67,0.0,8.3,296.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1645315200,10.0,10.0,7.722222222222222,85.85,0.0,9.3,300.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1645318800,9.277777777777779,7.555555555555555,7.277777777777778,87.23,0.0,6.9,306.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1645322400,8.444444444444446,6.666666666666667,6.611111111111111,88.47,0.0,6.6,313.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1645326000,8.666666666666666,6.277777777777776,7.166666666666667,90.22,0.0,9.5,317.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1645329600,9.277777777777779,7.166666666666667,7.555555555555555,89.01,0.0,8.7,302.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1645333200,9.277777777777779,7.444444444444445,7.555555555555555,89.01,0.0,7.4,312.0,9.9,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1645336800,9.666666666666666,9.38888888888889,7.5,86.42,0.0,3.1,295.0,9.4,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1645340400,10.0,10.0,7.722222222222222,85.85,0.0,8.4,288.0,8.9,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1645344000,10.555555555555555,10.555555555555555,7.777777777777778,82.81,0.0,7.7,262.0,9.9,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1645347600,11.166666666666666,11.166666666666666,7.222222222222222,76.64,0.0,7.2,257.0,9.9,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1645351200,11.777777777777779,11.777777777777779,7.222222222222222,73.56,0.0,7.6,225.0,9.9,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1645354800,12.388888888888888,12.388888888888888,7.722222222222222,73.21,0.0,8.9,248.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1645358400,13.0,13.0,7.777777777777778,70.45,0.0,7.7,275.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1645362000,12.944444444444443,12.944444444444443,8.166666666666668,72.91,0.0,11.3,260.0,9.9,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1645365600,13.38888888888889,13.38888888888889,7.777777777777778,68.83,0.0,12.3,270.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1645369200,13.499999999999998,13.499999999999998,7.333333333333335,66.15,0.0,11.9,265.0,9.1,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1645372800,12.944444444444443,12.944444444444443,7.777777777777778,70.78,0.0,13.8,263.0,9.1,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1645376400,11.777777777777779,11.777777777777779,7.11111111111111,73.13,0.0,21.4,261.0,9.1,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1645380000,11.166666666666666,11.166666666666666,6.722222222222223,74.06,0.0,21.8,260.0,9.1,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1645383600,11.055555555555555,11.055555555555555,6.222222222222224,72.12,0.0,21.3,319.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1645387200,10.666666666666668,10.666666666666668,5.555555555555555,70.76,0.0,18.1,277.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1645390800,10.0,10.0,5.444444444444443,73.32,0.0,24.4,277.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1645394400,10.0,10.0,5.277777777777778,72.48,0.0,17.6,285.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1645398000,9.444444444444445,6.222222222222224,4.388888888888888,70.63,0.0,15.9,289.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1645401600,9.333333333333332,6.500000000000002,3.7222222222222237,67.83,0.0,13.0,280.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1645405200,8.777777777777777,6.0555555555555545,3.111111111111112,67.66,0.0,11.1,288.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1645408800,8.222222222222221,6.500000000000002,2.000000000000001,64.76,0.0,6.4,328.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1645412400,8.0,6.7777777777777795,1.5000000000000016,63.67,0.0,4.7,327.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1645416000,6.388888888888889,6.388888888888889,1.4444444444444453,70.62,0.0,1.5,342.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1645419600,5.944444444444446,4.666666666666666,1.2222222222222239,71.92,0.0,4.0,32.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1645423200,6.7777777777777795,4.833333333333335,0.22222222222222143,62.77,0.0,6.2,327.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1645426800,6.7777777777777795,4.777777777777779,0.11111111111111269,62.38,0.0,6.4,334.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1645430400,7.777777777777778,6.500000000000002,0.9999999999999984,62.08,0.0,4.7,15.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1645434000,9.888888888888888,7.722222222222222,0.0,50.2,0.0,9.7,315.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1645437600,10.833333333333334,10.833333333333334,-0.7222222222222227,44.76,0.0,11.9,309.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1645441200,11.38888888888889,11.38888888888889,-1.4444444444444453,40.94,0.0,13.6,305.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1645444800,12.833333333333334,12.833333333333334,-1.2222222222222219,37.68,0.0,13.6,298.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1645448400,13.38888888888889,13.38888888888889,-1.2777777777777781,36.31,0.0,10.4,286.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1645452000,13.722222222222223,13.722222222222223,3.0555555555555554,48.67,0.0,22.7,283.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1645455600,13.61111111111111,13.61111111111111,2.944444444444443,48.41,0.0,22.4,288.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1645459200,12.666666666666664,12.666666666666664,3.8333333333333326,54.91,0.0,23.5,283.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1645462800,11.555555555555554,11.555555555555554,4.2777777777777795,60.98,0.0,23.4,281.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1645466400,10.0,10.0,4.333333333333332,67.93,0.0,26.5,281.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1645470000,9.555555555555557,5.999999999999998,4.777777777777779,72.21,0.0,18.5,290.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1645473600,10.0,10.0,5.1111111111111125,71.55,0.0,14.0,279.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1645477200,10.111111111111112,10.111111111111112,6.166666666666668,76.37,0.0,17.3,262.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1645480800,9.555555555555557,6.111111111111111,6.166666666666668,79.28,0.0,17.8,274.0,9.9,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1645484400,9.11111111111111,5.444444444444443,5.7222222222222205,79.38,0.0,18.4,290.0,9.9,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1645488000,8.833333333333334,5.7222222222222205,3.6666666666666674,69.95,0.0,13.8,303.0,9.9,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1645491600,8.333333333333334,5.0,3.1666666666666683,69.99,0.0,14.2,290.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1645495200,8.38888888888889,4.500000000000001,2.833333333333334,68.06,0.0,18.1,283.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1645498800,8.277777777777779,4.444444444444445,2.3888888888888875,66.32,0.0,17.7,290.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1645502400,7.944444444444443,4.500000000000001,2.833333333333334,70.13,0.0,13.9,298.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1645506000,7.833333333333333,4.166666666666667,2.2777777777777786,67.93,0.002,15.6,289.0,9.9,"Rain, Partially cloudy",CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1645509600,7.666666666666665,3.6666666666666674,2.2777777777777786,68.63,0.0,18.0,279.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1645513200,7.333333333333335,3.444444444444446,1.8888888888888882,68.36,0.0,16.0,294.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1645516800,8.277777777777779,4.555555555555557,2.2222222222222223,65.54,0.0,16.9,299.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1645520400,8.777777777777777,5.222222222222221,1.1666666666666674,58.78,0.0,16.7,290.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1645524000,10.0,10.0,0.38888888888889045,51.09,0.0,13.6,295.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1645527600,10.722222222222221,10.722222222222221,0.11111111111111269,47.77,0.0,12.3,307.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1645531200,11.444444444444445,11.444444444444445,0.22222222222222143,46.03,0.0,18.9,283.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1645534800,11.61111111111111,11.61111111111111,-0.055555555555556344,44.61,0.0,18.7,273.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1645538400,11.61111111111111,11.61111111111111,-0.33333333333333415,43.63,0.0,23.4,281.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1645542000,11.055555555555555,11.055555555555555,0.44444444444444287,47.96,0.0,22.8,280.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1645545600,10.222222222222221,10.222222222222221,-0.22222222222222143,48.3,0.0,23.2,281.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1645549200,9.833333333333336,6.111111111111111,1.0555555555555547,54.41,0.0,21.1,281.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1645552800,8.499999999999998,5.777777777777777,-0.16666666666666707,54.37,0.0,11.1,343.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1645556400,6.7777777777777795,3.1666666666666683,0.33333333333333415,63.45,0.0,13.4,333.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1645560000,6.388888888888889,4.555555555555557,1.5000000000000016,70.74,0.0,5.7,2.0,9.9,Overcast,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1645563600,5.555555555555555,4.055555555555554,1.555555555555554,75.64,0.0,4.3,41.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1645567200,4.8888888888888875,2.833333333333334,1.2222222222222239,77.0,0.0,5.5,3.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1645570800,5.38888888888889,3.3888888888888897,0.8888888888888897,72.61,0.0,5.6,336.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1645574400,4.666666666666666,2.3888888888888875,0.44444444444444287,73.99,0.0,6.0,343.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1645578000,4.000000000000002,1.6666666666666667,0.44444444444444287,77.55,0.0,5.8,343.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1645581600,4.388888888888888,2.1111111111111094,0.44444444444444287,75.58,0.0,5.7,333.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1645585200,3.6666666666666674,1.3888888888888888,-0.22222222222222143,75.76,0.0,5.4,357.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1645588800,3.888888888888889,1.6111111111111103,0.11111111111111269,76.11,0.0,5.6,335.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1645592400,3.944444444444445,1.0555555555555547,-0.3888888888888885,73.48,0.0,7.3,340.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1645596000,4.000000000000002,1.8333333333333317,-1.0555555555555547,69.79,0.0,5.2,313.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1645599600,2.5,0.5555555555555556,-2.333333333333333,70.46,0.0,4.3,140.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1645603200,5.999999999999998,5.999999999999998,-2.1111111111111116,55.99,0.0,2.3,360.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1645606800,8.055555555555555,5.666666666666668,-4.666666666666666,40.12,0.0,8.8,17.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1645610400,9.277777777777779,7.11111111111111,-5.666666666666667,34.33,0.0,9.0,346.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1645614000,10.833333333333334,10.833333333333334,-5.499999999999999,31.44,0.0,9.2,348.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1645617600,11.055555555555555,11.055555555555555,-6.0,29.72,0.0,5.7,353.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1645621200,11.722222222222221,11.722222222222221,-4.111111111111111,32.83,0.0,16.9,324.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1645624800,12.333333333333336,12.333333333333336,-4.888888888888889,29.74,0.0,14.0,300.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-3,PLACEHOLDER_FOR_CARTESI,1645628400,12.222222222222221,12.222222222222221,-5.444444444444445,28.75,0.0,14.8,290.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-4,PLACEHOLDER_FOR_CARTESI,1645632000,12.111111111111109,12.111111111111109,-3.0555555555555554,34.58,0.0,14.6,281.0,9.9,Partially cloudy,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-5,PLACEHOLDER_FOR_CARTESI,1645635600,11.166666666666666,11.166666666666666,-1.7777777777777775,40.61,0.0,16.9,275.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-1,PLACEHOLDER_FOR_CARTESI,1645639200,10.0,10.0,-1.555555555555556,44.41,0.0,14.4,273.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
did:lcore:weather-station-oakland-2,PLACEHOLDER_FOR_CARTESI,1645642800,9.777777777777779,7.166666666666667,-0.8333333333333334,47.64,0.0,12.1,280.0,9.9,Clear,CARTESI_GENERATED,CARTESI_GENERATED
